title,rating,acidity_structure,aftertaste,aroma,body,flavor,with_milk,agtron,blind_assessment,bottom_line,coffee_origin,est_price,notes,review_date,roast_level,roaster,roaster_location,url
El Salvador Amarillo Yellow Bourbon,93,,8,9,9,9,,59/75,"Pungent, deep-toned with raisiny, grape-like fruit and tart berry notes in aroma and cup. Quietly rich acidity; full, syrupy mouthfeel. The sweet, raisin-like fruit dominates in a long, resonant finish. ",,Northwestern El Salvador,$13.95/12 ounces,"Composed entirely of beans from the yellow-fruited strain of the heirloom Bourbon variety of Arabica, this coffee was produced by farmer Luis Alonso Araujo on a section of his farm Los Alpes called El Amarillo. JBC Coffee Roasters (formerly Johnson Brothers Coffee Roasters) is a distinguished small-batch roasting company. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information..",August 2011,Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin",https://www.coffeereview.com/review/el-salvador-amarillo-yellow-bourbon/
Kenya Kirinyaga Kii Peaberry Espresso,94,,9,8,9,10,8,37/49,"Evaluated as espresso. In the small cup roundly balanced but engagingly complex. Melony fruit, apple, brandy, dark chocolate suggestions in both aroma and cup. Light-footed, creamy mouthfeel; deep, cleanly resonant finish with particular persistence of the dark chocolate note. Strong presence in two parts milk, dominated by a fruit-toned bittersweet chocolate.",,South-central Kenya.,$13.95/12 ounces,"Produced mainly from trees of the admired, Bourbon-derived SL 28 and SL 34 varieties, this offering consists entirely of peaberries, a kind of bean that results when the coffee fruit develops only a single, oval bean rather than the usual pair of flat-sided beans. Peaberries produce a somewhat different (often better) cup than normal beans from the same crop, from which they may or may not be separated during grading. JBC Coffee Roasters (formerly Johnson Brothers Coffee Roasters) is a distinguished small-batch roasting company. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information..",August 2011,Medium-Dark,JBC Coffee Roasters,"Madison, Wisconsin",https://www.coffeereview.com/review/kenya-kirinyaga-kii-peaberry-espresso/
Original Roast,87,,7,8,7,7,,47/58,"Quiet, balanced aroma and flavor: roasted nut, cedar, chocolate, a hint of lemon. Rich, lemony acidity. The mouthfeel is full but a little stolid; simple and bittersweet in the finish.",,Central and South America.,$13.00/12 ounces,"This blend pairs high-grown Central and South American beans. A member of the Clabber Girl family of businesses, Rex Roasting is an “exhibition style” small-batch artisan roaster focused on producing high-quality specialty coffee.  Visit www.rexroasting.com or call 812-478-7264 for more information.",August 2011,Medium,Rex Roasting,"Terre Haute, Indiana",https://www.coffeereview.com/review/original-roast/
La Union Mexico Fair Trade Organic,90,,7,8,9,8,,47/65,"Fine balance and structure, with a layering of temperate fruit notes – apple, peach, cherry, apricot – anchored by hints of fresh-cut fir and smoky, savory spice. Delicate acidity; roundly syrupy mouthfeel. Simple but rich, sweet finish.",,"Veracruz, Mexico",$19.49/12 ounces,"This coffee is certified organically grown and Fair Trade, meaning it was purchased from small-holding farmers at a ""fair"" or economically sustainable price. La Unión Huatusco Coop was formed in 1992 by a group of small-scale family farmers from the state of Veracruz. Keurig/Green Mountain, formerly Green Mountain Coffee Roasters, pioneered single-serve capsule brewing in the United States with its Keurig brewing system, and remains one of the country’s leading large specialty roasters, offering a particularly wide-ranging variety of origins and roast styles. Visit www.greenmountaincoffee.com for more information.",August 2011,Medium,Green Mountain Coffee,"Waterbury, Vermont",https://www.coffeereview.com/review/la-union-mexico-fair-trade-organic/
Panama Mama Cata Natural Process Geisha,93,,7,9,9,10,,50/70,"Deep, minty dark chocolate and sweet but slightly savory port wine notes in aroma and cup. Rich acidity; full, syrupy mouthfeel. The finish is sweet with dark chocolate notes when the cup is hot; as it cools a salty/savory complication emerges. ",,"Boquete growing region, western Panama",CAD $52.50/12 ounces,"Produced from trees of the rare Ethiopia-derived botanical variety ""Gesha"" or ""Geisha” grown on the Mama Cata Estate, named after a beloved and apparently matriarchal maid of an earlier owner of the estate. With its elongated beans and distinctive floral and chocolate cup, the Gesha variety continues to distinguish itself as one of the world's most unique coffees. ""Natural"" process means the beans were dried inside the fruit rather than after removal of the fruit. Calgary-based Fratello is a second-generation boutique coffee roaster owned by three brothers who focus on responsible trade relationships with coffee growers.  Visit www.fratellocoffee.com or call 800-944-2545 for more information.",August 2011,Medium,Fratello Coffee Roasters,"Calgary, Alberta, Canada",https://www.coffeereview.com/review/panama-mama-cata-natural-process-geisha/
Kenya Ruthagati,91,,7,8,9,9,,52/74,"Deep, intense aromatics suggesting juniper berry, peach and lily-like flowers carry into the cup with further complications of dried stone fruit and a hint of walnut. Dry floral acidity; silkily buoyant mouthfeel. Sweet but rather drying finish.",,"Mathira East District, Central Kenya.",$14.00/8 ounces,"Produced from trees of the admired, Bourbon-derived SL 28 and SL 34 varieties as well as the hybrid Ruiru 11 cultivar by the Rutuma Farmer’s Cooperative Society. An integral part of New York’s coffee renaissance, Brooklyn based Café Grumpy opened its first café in 2005 and has since expanded to four locations, including their own roasting facility. Visit www.cafegrumpy.com or call 718-383-0748 for more information.",August 2011,Medium-Light,Cafe Grumpy,"Brooklyn, New York",https://www.coffeereview.com/review/kenya-ruthagati/
Kenya Kiandu,95,,9,8,9,10,,54/81,"Bright, pungent, complex. Fresh-cut fir, tartly sweet berry – strawberry, blackberry, cranberry – ripe orange and tomato in aroma and cup. Richly balanced acidity; syrupy, lively mouthfeel. Very sweet, deeply flavor-saturated finish.   ",,"Nyeri County, Central Highlands, Kenya.",$23.00/12 ounces,"Produced entirely from trees of the admired, Bourbon-derived SL28 and SL34 varieties of Arabica. The renowned Kiandu mill draws coffee from over 1,100 farmers from five different villages. Gimme! Coffee is a small-batch roaster with four espresso bars and an irreverent but passionate vision of coffee. Visit www.gimmecoffee.com or call 877-446-6325 for more information.",September 2011,Medium-Light,Gimme! Coffee,"Ithaca, New York",https://www.coffeereview.com/review/kenya-kiandu/
Kenya Karatu AA,95,,9,9,8,10,,50/68,"Sonorously bright acidity and lush yet delicate aroma and flavor: flowers, orange, nut, fresh-cut fir with a rounding hint of milk chocolate. Silkily smooth mouthfeel. The finish is sweet but crisp, dominated by an orangy chocolate. ",,"Thika growing region, central Kenya.",$29.95/12 ounces,"Produced mainly from trees of the admired, Bourbon-derived SL28 and SL34 varieties of Arabica. Grown by farmers of the Gitwe cooperative, which operates two wet mills, Karatu and Kariuga, and is composed of 1,868 farmer members. Coffea Roasterie is a South Dakota-based wholesale and retail roaster, offering a small but refined selection of mostly single-origin coffees.  Visit www.coffearoasterie.com or call 605-362-9955 for more information.",September 2011,Medium,Coffea Roasterie,"Sioux Falls, South Dakota",https://www.coffeereview.com/review/kenya-karatu-aa/
Kenya Giakanja,94,,8,9,8,10,,51/75,"Strikingly distinctive profile: lavender-like flowers, crisp baker’s chocolate, strawberry-like fruit, richly pungent cedar. Crisply balanced acidity; silky, buoyantly lively mouthfeel. Rich, lavender-toned chocolate in the finish.",,"Nyeri County, Central Highlands, Kenya.",$22.95/12 ounces,"Produced mainly from trees of the admired, Bourbon-derived SL28 and SL34 varieties of Arabica. Giakanja mill is affiliated with the Giakanja Farmers Cooperative. Formerly Coffee Klatch, Klatch Coffee is an award-winning small-batch roasting company based in the Los Angeles area whose resident barista and trainer, Heather Perry, is a former United States Barista Champion. Visit www.klatchroasting.com or call 877-455-2824 for more information.",September 2011,Medium-Light,Klatch Coffee,"Upland, California",https://www.coffeereview.com/review/kenya-giakanja/
Kenya Thiriku,93,,9,9,8,9,,55/79,"Rose-like flowers hover over a richly tart black currant note – think grapefruit fused with blackberry – in both aroma and cup. Crisp, delicately rich acidity with a hint of bite; silky mouthfeel. ",,"Nyeri County, Central Highlands, Kenya.",$16.25/12 ounces,"Produced mainly from trees of the admired, Bourbon-derived SL28 and SL34 varieties of Arabica, this coffee was grown by the Thiriku Coffee Growers Cooperative Society. Counter Culture is a wholesale specialty roaster with an informative and lively website, a commitment to fine coffee and youthful, enthusiastic leadership.  Visit www.counterculturecoffee.com or call 888-238-5282 for more information.",September 2011,Medium-Light,Counter Culture Coffee,"Durham, North Carolina",https://www.coffeereview.com/review/kenya-thiriku-2/
Kenya Tekangu Ngunguru,93,,8,9,8,9,,53/72,"Rich, wine-like acidity drives an orangy cedar and night-floral aromatic in aroma and cup. In the cup additional suggestions surface: peach, chocolate. Lightly syrupy mouthfeel. Tart but deeply rich, fruit-saturated finish.  ",,"Nyeri County, Central Highlands, Kenya.",$21.00/12 ounces,"Produced mainly from trees of the admired, Bourbon-derived SL28 and SL34 varieties. In 2000, Ngunguru joined with its neighboring mills, Tegu and Karagoto, to form the Tekangu Cooperative. Four Barrel is a café located in San Francisco's Mission District with an in-house roasting facility. It is owned by Ritual Coffee Roasters co-founder Jeremy Tooker. Visit www.fourbarrelcoffee.comr or call 415-252-0800 for more information.",September 2011,Medium-Light,Four Barrel Coffee,"San Francisco, California",https://www.coffeereview.com/review/kenya-tekangu-ngunguru/
Kenya Karatu-Thika,93,,8,8,9,9,,50/71,"Rich, lush: orange-and-brandy-toned fruit, sweet cocoa, night flowers in aroma and cup. Round, fruit-toned acidity; syrupy mouthfeel. The finish is deep and fruit-saturated.",,"Thika growing region, central Kenya.",$15.75/12 ounces,"Produced mainly from trees of the admired, Bourbon-derived SL28 and SL34 varieties. Near the town of Gatundu, the Karatu washing station serves four villages – Karatu, Gitwe, Kibiru and Kigaa – and is owned by the 2,000-member Gitwe Farmer Cooperative Society. Counter Culture is a wholesale specialty roaster with an informative and lively website, a commitment to fine coffee and youthful, enthusiastic leadership.  Visit www.counterculturecoffee.com or call 888-238-5282 for more information.",September 2011,Medium,Counter Culture Coffee,"Durham, North Carolina",https://www.coffeereview.com/review/kenya-karatu-thika/
Kenya Kangocho Full Flavor Roast,92,,8,9,8,9,,54/73,"Honey, sweet clover and multi-layered, grapefruit-like citrus in aroma and cup. Brightly tart acidity; light but silky mouthfeel. Suggestions of berry complicate the cup. The finish is rich, with a zesty citrus enveloped by continued honeyish sweetness. ",,"Nyeri County, Central Highlands, Kenya.",$22.75/12 ounces,"This coffee is produced mainly from trees of the admired, Bourbon-derived SL28 and SL34 varieties and processed at the Gikanda Cooperative factory (wet mill) of the Kangocho Cooperative. Terroir is a microroaster focusing on elite single-origin coffees. It was a pioneer in the revival of medium roast styles designed to foreground the character of the green coffee. Terroir is the creation of George Howell, one of the world's leading coffee visionaries. Visit www.terroircoffee.com or call 866-444-5282 for more information.",September 2011,Medium-Light,Terroir Coffee,"Acton, Massachusetts",https://www.coffeereview.com/review/kenya-kangocho-full-flavor-roast/
